localword,tweetid,type
vegas_42,"[[777379256674488320, 777380272048369664, 777382193542955009, 777389886995300352, 777390465729622016, 777394297289134080, 777395526828384257, 777398825883435008, 777400050339024897, 777406595730841600, 777409718528516100, 777412296985280512, 777417799903739904, 777418602756440069, 777421636702089217, 777421933054951425, 777425227638837248, 777433210821152768, 777434480281808896, 777436060989009920, 777445287753166848, 777446002219364352, 777525020243353600, 777529582262034432, 777530726002536448, 777530776409612289, 777531671004454913, 777538982540443648, 777550855612403712, 777551676009951232, 777558863948242945, 777565679247654917, 777566804667428864, 777568636940812288, 777569420101111808, 777570960417366016, 777578202671771648, 777591276317253632, 777594533735432193, 777595264228032512, 777599671229448192, 777602160909553664, 777609276139405312, 777610003846946816, 777611301430394880, 777614722741010432, 777617609667678208, 777618119682625536, 777618392316538880, 777618986015916032, 777627397592145920, 777629126308032513, 777631479094468608, 777638250139693057, 777643489928421376, 777643956607840256, 777645442318360576, 777648604391497728, 777652423586308100, 777656540736081920, 777657513219063808, 777658281825214464, 777662886369828864, 777667347196805120, 777669723781750784, 777672554140012545, 777683210587242500, 777697698594029568, 777704572462718976, 777712709949349893, 777714045189251072, 777716042030211072, 777356823649259520, 777358691091656704, 777358953185480704, 777363692174225408, 777366607576260609, 777367725274464256, 777722522796195840, 777734528626417667, 777740721411411968, 777741011116228608, 777741547970363392, 777743651199918080, 777747748166705152, 777750577065451520, 777750694115811328, 777756291863310336, 777766782819983360, 777774889306624000, 777783106069606401, 777783251154993152, 777783572543442944, 777787716385726468, 777792151136702464, 777794330597658624, 777800757835886592, 777809081536958464, 777828948252192768, 777839143430852608, 777872356299579393, 777874956940152832, 777875871654830080, 777876008695394305, 777895640743354368, 777902280771309568, 777906700594577408, 777916498723700737, 777917865395617792, 777920496348332033, 777920671984787457, 777925910301249536, 777938037611167744, 777942144275230721, 777942368674689024, 777948047498211329, 777959711744204800, 777965169418838016, 777966107189739520, 777971148025987072, 777971918204960768, 777973848675233796, 777974798953635840, 777976253231960064, 777986447747915776, 777986518740770817, 777994558382694400, 777995952527446016, 777997377424781312, 777998574898393088, 778007602252902400, 778008930001809408, 778017419130499072, 778019105915953152, 778021181496500224, 778022133880397824, 778033910399791104, 778034143015862273, 778034835881242624, 778044103284002816, 778048320807792640, 778048396263391232, 778049479886925824, 778052888689901568, 778059655591309312, 778079970514071552, 778099191587495936, 778118316200189952, 778120104185892864, 778165588208316416, 778172322024976385, 778187842191319040, 778206034351489024, 778219245716983808, 778259002174025728, 778264802129043461, 778281114230198272, 778289208523943941, 778293338088869888, 778311648599826433, 778325928933986304, 778332322198351872, 778340570653687808, 778341772208537600, 778346840873807872, 778352317376655360, 778364494993092609, 778381560907231232, 778388887831846912, 778397660407537664, 778399476553687044, 778399484447338496, 778399695827853312, 778408138521337856, 778412218333421568, 778413573081034752, 778423775997984769, 778425983938416640, 778426951925129217, 778436268099198976, 778439133588885506, 778088344702115840, 778089401394094081, 778455664368627713, 778455994078679041, 778457246481068036, 778462827195408384, 778466835473629186, 778486901242204160, 778487330881564672, 778489503690338304, 778489958487105537, 778496736067223552, 778506965358092288, 778529644555276288, 778574903708639233, 778583463897300992, 778584868292812800, 778610783739584512, 778611145129205760, 778620467334746112, 778621946959245313, 778623211328024576, 778646358311866368, 778697998926700544, 778698545234706433, 778726230640078856, 778726512983838721, 778730134903721984, 778735815643897856, 778737160492978176, 778747009121386497, 778751176988778497, 778753784310738946, 778771374722560000, 778775486268837888, 778785071100604416, 778791892574011392, 778793644199256064, 778797253381152768, 778820513099460609, 778836855781556224, 778844368119615488, 778849693556105216, 778853314758840320, 778854438706548736, 778854855200964612, 778862403907883008, 778866702264086529, 778872021413355520, 778875083263647745, 778926134528512000, 778943639473053696, 778952458349359104, 778978613307830273, 778979705001304064, 778986488230838272, 778986805576228866, 778993076102696960, 778998090434883584, 779001209004974080, 779012471268995072, 779017258370818048, 779018174993932289, 779020524282228736, 779024311252295684, 779032537662230529, 779034574298845184, 779038503141113856, 779048268948987905, 779057910919860224, 779061558752129024, 779061885966614528, 779063333550903296, 779070248901222401, 779072469915275269, 779085548690350080, 779086240675041280, 779098887101480960, 779102596380233728, 779105722772680704, 779107984832139264, 779114544476086272, 779114872768491520, 779115334703968257, 779124979795451905, 779129840855162880, 779142721336324096, 779143264104550400]]",topic 63
vegas_43,"[[777377105776697344, 777379982075006976, 777380688316231680, 777392551716421632, 777448556986793984, 777567218699612160, 777568105153175552, 777589385596469249, 777598941768679424, 777610827994017792, 777618170303672320, 777620694528094208, 777643814290882561, 777657854761308160, 777671486291210240, 777683405106352129, 777704133079990273, 777360260298313732, 777362363150282752, 777364269625114624, 777367123697868802, 777783604101296128, 777898560704491521, 777906220216844288, 777911030747918336, 777970914210246656, 777986903677153280, 778001709591322624, 778016122805235712, 778045816523091968, 778048010848727040, 778207006700216321, 778214160219840513, 778234829024354309, 778247519910240258, 778282735907459072, 778292440042176512, 778326571698364416, 778328094184648704, 778342971783671808, 778345537456091136, 778380988233547776, 778381580574130176, 778388931855392776, 778400082668453888, 778408830879277056, 778409561636147204, 778410327079870464, 778449882835095552, 778621780491632640, 778641070431371264, 778682842779783168, 778746943342129152, 778769712692035584, 778791518916186112, 778793355543126017, 778828057465413632, 778834280755654657, 778838867327713280, 778838893516980224, 778842426832068608, 778857911531560960, 778946978789089280, 778957436782841856, 778958844902772738, 778962743005020161, 778964568206893056, 778975682890194944, 778976420718489600, 778981741616783360, 778986467653713920, 778997504817893376, 778998096374169600, 778998319288754177, 778999143117099008, 779003839374471169, 779017458736730112, 779018728457449472, 779019636121538561, 779034616070111232, 779047606764789760, 779057444186165274, 779059785354403841, 779060310804049920, 779061695801163776, 779067739365187584, 779069565909213189, 779076375265304580, 779090374526660608, 779110313857802240, 779112888527155200, 779135041666416640, 779141845456527360]]",topic 58
vegas_43,"[[777377105776697344, 777379982075006976, 777380688316231680, 777392551716421632, 777448556986793984, 777567218699612160, 777568105153175552, 777589385596469249, 777598941768679424, 777610827994017792, 777618170303672320, 777620694528094208, 777643814290882561, 777657854761308160, 777671486291210240, 777683405106352129, 777704133079990273, 777360260298313732, 777362363150282752, 777364269625114624, 777367123697868802, 777783604101296128, 777898560704491521, 777906220216844288, 777911030747918336, 777970914210246656, 777986903677153280, 778001709591322624, 778016122805235712, 778045816523091968, 778048010848727040, 778207006700216321, 778214160219840513, 778234829024354309, 778247519910240258, 778282735907459072, 778292440042176512, 778326571698364416, 778328094184648704, 778342971783671808, 778345537456091136, 778380988233547776, 778381580574130176, 778388931855392776, 778400082668453888, 778408830879277056, 778409561636147204, 778410327079870464, 778449882835095552, 778621780491632640, 778641070431371264, 778682842779783168, 778746943342129152, 778769712692035584, 778791518916186112, 778793355543126017, 778828057465413632, 778834280755654657, 778838867327713280, 778838893516980224, 778842426832068608, 778857911531560960, 778946978789089280, 778957436782841856, 778958844902772738, 778962743005020161, 778964568206893056, 778975682890194944, 778976420718489600, 778981741616783360, 778986467653713920, 778997504817893376, 778998096374169600, 778998319288754177, 778999143117099008, 779003839374471169, 779017458736730112, 779018728457449472, 779019636121538561, 779034616070111232, 779047606764789760, 779057444186165274, 779059785354403841, 779060310804049920, 779061695801163776, 779067739365187584, 779069565909213189, 779076375265304580, 779090374526660608, 779110313857802240, 779112888527155200, 779135041666416640, 779141845456527360]]",topic 59
vegasview_0,"[[777384182133710849, 778067755589332992, 778399695827853312]]",topic 81
vegasview_0,"[[777384182133710849, 778067755589332992, 778399695827853312]]",topic 82
venice beach_1,"[[777544845292371968, 777567197891858432, 777617209912721409, 777617569079361537, 777624575496642561, 777635254060380160, 777642740918124544, 777683782514073600, 777702921882497024, 777363046092120066, 777722447026130944, 777862768753938432, 777867971138052097, 777922020763840512, 777980520818892800, 778012009543663616, 778020588002476032, 778032531702632448, 778049858074611712, 778254827822342144, 778265334621016064, 778329436470947840, 778364830163939328, 778390569764749312, 778420213725425664, 778420620807643138, 778429364161613824, 778524386307534849, 778541436220370944, 778673103857606656, 778684636171948034, 778686916149383168, 778753961364975616, 778764329244033024, 778772401110781952, 778775203476303872, 778977746181468160, 779059953797566465, 779062947960217600, 779094056928280577, 779100482929393664, 779125778520821760, 779127372977213440, 779129835386011648]]",topic 81
venice beach_1,"[[777544845292371968, 777567197891858432, 777617209912721409, 777617569079361537, 777624575496642561, 777635254060380160, 777642740918124544, 777683782514073600, 777702921882497024, 777363046092120066, 777722447026130944, 777862768753938432, 777867971138052097, 777922020763840512, 777980520818892800, 778012009543663616, 778020588002476032, 778032531702632448, 778049858074611712, 778254827822342144, 778265334621016064, 778329436470947840, 778364830163939328, 778390569764749312, 778420213725425664, 778420620807643138, 778429364161613824, 778524386307534849, 778541436220370944, 778673103857606656, 778684636171948034, 778686916149383168, 778753961364975616, 778764329244033024, 778772401110781952, 778775203476303872, 778977746181468160, 779059953797566465, 779062947960217600, 779094056928280577, 779100482929393664, 779125778520821760, 779127372977213440, 779129835386011648]]",topic 83
venicebeach_1,"[[777383703509078016, 777411406501142528, 777551984282873857, 777556937370062848, 777573186267451392, 777588934465454080, 777592978898558977, 777610817143398400, 777613456404983808, 777673828612788224, 777718227220725760, 777363046092120066, 777867971138052097, 777968089702866944, 777980520818892800, 777992636934262789, 778053134694354944, 778094989729464321, 778096112095952899, 778248310285033472, 778341265121370112, 778357742616584193, 778390569764749312, 778413047815823360, 778420620807643138, 778427073916526592, 778435102804152320, 778518474893041664, 778541436220370944, 778558943052206080, 778624753124925440, 778627510665879552, 778645008748470272, 778649190855356416, 778686916149383168, 778702159676264448, 778716965724499968, 778747844576448512, 778750098620710912, 778752335514218496, 778753961364975616, 778814870468767744, 778994818114527232, 779105636357316608, 779114642434056192, 779125528213196801, 779127372977213440, 779129835386011648, 779140832666484736]]",topic 5
venicebeach_1,"[[777383703509078016, 777411406501142528, 777551984282873857, 777556937370062848, 777573186267451392, 777588934465454080, 777592978898558977, 777610817143398400, 777613456404983808, 777673828612788224, 777718227220725760, 777363046092120066, 777867971138052097, 777968089702866944, 777980520818892800, 777992636934262789, 778053134694354944, 778094989729464321, 778096112095952899, 778248310285033472, 778341265121370112, 778357742616584193, 778390569764749312, 778413047815823360, 778420620807643138, 778427073916526592, 778435102804152320, 778518474893041664, 778541436220370944, 778558943052206080, 778624753124925440, 778627510665879552, 778645008748470272, 778649190855356416, 778686916149383168, 778702159676264448, 778716965724499968, 778747844576448512, 778750098620710912, 778752335514218496, 778753961364975616, 778814870468767744, 778994818114527232, 779105636357316608, 779114642434056192, 779125528213196801, 779127372977213440, 779129835386011648, 779140832666484736]]",topic 2
verizon center_0,"[[777630299710640128, 777633920791810048, 777639271427637248, 777373575670038528, 777911730076807168, 778035846876319748, 779098589276598272, 779101676867321857, 779112571446054912, 779115491868700672, 779117193472585728, 779129541184794625, 779129835578949632, 779142244892901376, 779157067357495296, 779159444147941380, 779159594668994565, 779160012484640768, 779160941309165568, 779161296226947078, 779161849245736961]]",topic 64
verizon center_0,"[[777630299710640128, 777633920791810048, 777639271427637248, 777373575670038528, 777911730076807168, 778035846876319748, 779098589276598272, 779101676867321857, 779112571446054912, 779115491868700672, 779117193472585728, 779129541184794625, 779129835578949632, 779142244892901376, 779157067357495296, 779159444147941380, 779159594668994565, 779160012484640768, 779160941309165568, 779161296226947078, 779161849245736961]]",topic 58
verrado way_0,"[[778276205980114944, 778293182433943552]]",topic 47
verrado way_0,"[[778276205980114944, 778293182433943552]]",topic 48
versaille_0,"[[778345933331238914, 778565477140275200, 778572030245343232]]",topic 16
vfl_0,"[[777643875791937536, 777932496038014980, 777957857182543872, 778051875249598464]]",topic 36
vfl_0,"[[777643875791937536, 777932496038014980, 777957857182543872, 778051875249598464]]",topic 37
viera_0,"[[777940857924136960, 777955816586358786, 777957478285742080, 777969323621044224, 778301874558480384]]",topic 16
viewcolorado_0,"[[777639718846541824, 778934123289276416]]",topic 81
viewcolorado_0,"[[777639718846541824, 778934123289276416]]",topic 83
vigo high school_0,"[[778991766854897664, 779022061813587968]]",topic 48
vigo high school_0,"[[778991766854897664, 779022061813587968]]",topic 47
vin_3,"[[778019507713499136, 778030497775620096, 778036841874350080, 778065604808839168, 778070943801470976, 778396551198539776, 778417318548221953, 778423573903925248, 778426066696146944, 778426238591389696, 778426899055906817, 778429664255680512, 778438113718771712, 778092321317523456, 778092582463238144, 778450785017303040, 778468513677582336, 778476866999095296, 778745014918578177, 778753547307397122, 778764347418021888, 778779686402949120, 778782428500373504]]",topic 37
vin_3,"[[778019507713499136, 778030497775620096, 778036841874350080, 778065604808839168, 778070943801470976, 778396551198539776, 778417318548221953, 778423573903925248, 778426066696146944, 778426238591389696, 778426899055906817, 778429664255680512, 778438113718771712, 778092321317523456, 778092582463238144, 778450785017303040, 778468513677582336, 778476866999095296, 778745014918578177, 778753547307397122, 778764347418021888, 778779686402949120, 778782428500373504]]",topic 36
virginia commonwealth university_0,"[[778737200708014082, 778926618014158848, 778960230956752896]]",topic 23
virginia commonwealth university_0,"[[778737200708014082, 778926618014158848, 778960230956752896]]",topic 22
virginia tech_0,"[[777541404910317569, 777548216611078144, 777602857445064704, 777610258638336000, 777659576422375425, 777662886000943104, 777669329215221760, 777920829002649600, 778405017220886528, 778721074640850944, 778766859847999488, 779107519008432128, 779118046099206145, 779141328173146112]]",topic 34
virginia tech_0,"[[777541404910317569, 777548216611078144, 777602857445064704, 777610258638336000, 777659576422375425, 777662886000943104, 777669329215221760, 777920829002649600, 778405017220886528, 778721074640850944, 778766859847999488, 779107519008432128, 779118046099206145, 779141328173146112]]",topic 33
vol_0,"[[777557042563129344, 777567417031544832, 777619256431276033, 777643875791937536, 777973336760524800, 778033066954465280, 778267525238886400]]",topic 37
vol_0,"[[777557042563129344, 777567417031544832, 777619256431276033, 777643875791937536, 777973336760524800, 778033066954465280, 778267525238886400]]",topic 36
volusia county_0,"[[778331855623905280, 778992177955287040]]",topic 28
voodoo doughnut_0,"[[777399543742754816, 777419611641819136, 777555818304512000, 777580108533989378, 777655059295399937, 777758747519250432, 777926594904133632, 778000291316768769, 778054685957718016, 778091027706052608, 778473487312809984, 778764108229447680, 779140998479872000]]",topic 33
voodoo doughnut_0,"[[777399543742754816, 777419611641819136, 777555818304512000, 777580108533989378, 777655059295399937, 777758747519250432, 777926594904133632, 778000291316768769, 778054685957718016, 778091027706052608, 778473487312809984, 778764108229447680, 779140998479872000]]",topic 34
wall street_3,"[[777520193211920385, 777598941869244416, 777657591702970368, 777832471706697728, 777871353034792960, 777890399180328962, 778264021103509504, 778309004350984192, 778351867805917184, 778368536716509184, 778566905254686720]]",topic 2
wall street_3,"[[777520193211920385, 777598941869244416, 777657591702970368, 777832471706697728, 777871353034792960, 777890399180328962, 778264021103509504, 778309004350984192, 778351867805917184, 778368536716509184, 778566905254686720]]",topic 3
walltownship_0,"[[779057705558212609, 779066105050521600, 779163694437498880]]",topic 16
walt disney studio_0,"[[777359879660904452, 777868950646370304, 777984542032457728, 778050407142715392, 778323173033074689, 778415813573287936, 778420180972175364, 778704755925266432, 778765563602542592]]",topic 58
walt disney studio_0,"[[777359879660904452, 777868950646370304, 777984542032457728, 778050407142715392, 778323173033074689, 778415813573287936, 778420180972175364, 778704755925266432, 778765563602542592]]",topic 63
walt disney world_0,"[[777545157772210176, 777641333167095809, 777925661189083136, 777934311827894272, 777981066661462016, 777990544576356352, 778259559970332672, 778266130230157312, 778405937224843264, 778418918260109312, 778588318749433856, 778646672410894336, 778813107581825025, 779028375872544768, 779046402814910465]]",topic 58
walt disney world_0,"[[777545157772210176, 777641333167095809, 777925661189083136, 777934311827894272, 777981066661462016, 777990544576356352, 778259559970332672, 778266130230157312, 778405937224843264, 778418918260109312, 778588318749433856, 778646672410894336, 778813107581825025, 779028375872544768, 779046402814910465]]",topic 59
walt_0,"[[777518874690551808, 777634301798150144, 777695601639108609, 777697646970560512, 777838536544452608, 777842192849088512, 777951658898776064, 778004785890861056, 778268776957485056, 778716946200006656, 778748022167511040, 778799990692995073, 778982653362143232, 778990231030603776, 778997748779679744, 779008842462093312, 779046343025319941, 779047490062462976]]",topic 83
walt_0,"[[777518874690551808, 777634301798150144, 777695601639108609, 777697646970560512, 777838536544452608, 777842192849088512, 777951658898776064, 778004785890861056, 778268776957485056, 778716946200006656, 778748022167511040, 778799990692995073, 778982653362143232, 778990231030603776, 778997748779679744, 779008842462093312, 779046343025319941, 779047490062462976]]",topic 81
waltdisneyworld_1,"[[777382864845430785, 777399096101498880, 777487506824695808, 777542467990192128, 777557229780303872, 777566560340828161, 777569033201725440, 777594797418749952, 777624325742624768, 777627906734452736, 777670081560059905, 777672547244572673, 777675506451746816, 777677020893446144, 777682494158172160, 777869498670088192, 777892313880297472, 777903128511471616, 778057570103627776, 778181258052591616, 778228225138913280, 778264159662198784, 778268787271434240, 778271672621203457, 778641538662490112, 778655643540520960, 778662299267727360, 778664236776099840, 778666316865605632, 778667546702667777, 778682565402038274, 778690842114400257, 778739908919767040, 778742187919937536, 778754948108546048, 778774767109345282, 778982653362143232, 778987643115831296, 779017561530781696, 779084049285427200, 779124442299527168, 779133689477361664, 779135581125222400, 779138843920465921, 779147950316457984, 778808863910797312]]",topic 57
warner theatre_1,"[[778240323260522496, 778791708028919808, 779088502247915520, 779109890753265664, 779112794004348928, 779116307132321792]]",topic 7
warner theatre_1,"[[778240323260522496, 778791708028919808, 779088502247915520, 779109890753265664, 779112794004348928, 779116307132321792]]",topic 8
warnerrobin_0,"[[777938497629921280, 779039580867538948, 779062075851026432, 779074026853376000]]",topic 16
washington university_1,"[[778200592564879360, 778943208940109830, 779066901444104193]]",topic 22
washington university_1,"[[778200592564879360, 778943208940109830, 779066901444104193]]",topic 23
washingtondc_5,"[[777506956751806464, 777509558415663104, 777511328143466497, 777521620235812864, 777524343257522176, 777529055721693184, 777532078145441793, 777533006722531328, 777573424357003264, 777577117953449984, 777584398208118784, 777588861149016066, 777589042494005249, 777591126148521984, 777594743140253696, 777595224809836544, 777601191249346560, 777607816374808576, 777634279274770432, 777639380752142336, 777639397596405760, 777639768603496448, 777674750281838593, 777677478500315141, 777871633981775873, 777874261310451712, 777875498315710464, 777880532252262400, 777897502070730752, 777901710383714304, 777913139698491392, 777914793021898752, 777962092720746497, 777970915413942272, 777974365518372864, 777984948619862016, 777988579804917760, 778042350660648960, 778061319354388480, 778180807034830848, 778186031174651904, 778198842613301248, 778201250580013056, 778216543532441600, 778226917774327808, 778251427416125440, 778265810183806977, 778267503390785536, 778273626227290112, 778281325711228928, 778289328317267968, 778305342686068737, 778346933748400128, 778348912872566784, 778351502490472448, 778359722651086848, 778370072654012416, 778372445979877376, 778421669152952320, 778429417995460608, 778441508118667264, 778460464917250048, 778511517272506369, 778591463777054720, 778600234893078528, 778667525580197888, 778676239145971713, 778742400000798720, 778746489174536196, 778769917957013504, 778771451641946113, 778946558125412352, 779044507127980032, 779054682740174849]]",topic 3
washingtondc_5,"[[777506956751806464, 777509558415663104, 777511328143466497, 777521620235812864, 777524343257522176, 777529055721693184, 777532078145441793, 777533006722531328, 777573424357003264, 777577117953449984, 777584398208118784, 777588861149016066, 777589042494005249, 777591126148521984, 777594743140253696, 777595224809836544, 777601191249346560, 777607816374808576, 777634279274770432, 777639380752142336, 777639397596405760, 777639768603496448, 777674750281838593, 777677478500315141, 777871633981775873, 777874261310451712, 777875498315710464, 777880532252262400, 777897502070730752, 777901710383714304, 777913139698491392, 777914793021898752, 777962092720746497, 777970915413942272, 777974365518372864, 777984948619862016, 777988579804917760, 778042350660648960, 778061319354388480, 778180807034830848, 778186031174651904, 778198842613301248, 778201250580013056, 778216543532441600, 778226917774327808, 778251427416125440, 778265810183806977, 778267503390785536, 778273626227290112, 778281325711228928, 778289328317267968, 778305342686068737, 778346933748400128, 778348912872566784, 778351502490472448, 778359722651086848, 778370072654012416, 778372445979877376, 778421669152952320, 778429417995460608, 778441508118667264, 778460464917250048, 778511517272506369, 778591463777054720, 778600234893078528, 778667525580197888, 778676239145971713, 778742400000798720, 778746489174536196, 778769917957013504, 778771451641946113, 778946558125412352, 779044507127980032, 779054682740174849]]",topic 2
washingtondc_6,"[[777567031105249282, 777665040837185537]]",topic 37
washingtondc_6,"[[777567031105249282, 777665040837185537]]",topic 36
waterfront portland oregon_0,"[[777881917609938945, 778110466887413760, 778287406726414337, 778307123025510400, 778311262363082752, 778591219039473664]]",topic 81
waterfront portland oregon_0,"[[777881917609938945, 778110466887413760, 778287406726414337, 778307123025510400, 778311262363082752, 778591219039473664]]",topic 83
watkin_0,"[[777583148968316929, 777936171766845440, 778682419104784384, 779047916048613376]]",topic 81
watkin_0,"[[777583148968316929, 777936171766845440, 778682419104784384, 779047916048613376]]",topic 82
wauwatosa_0,"[[777639418115059712, 777676943076515840, 778600488291868672, 778718502144184320, 779013359177834496, 779044987673649152, 779057653754376192, 779064759761014784, 779084787252273152, 779088243136536576]]",topic 16
wch2016_7,"[[777380303207817216, 777546907954491392, 777551522779566081, 777567662297743361, 777580286729150464, 777585821666930688, 777589429707874304, 777660818146091008, 777663347714060288, 777724385490632704, 777807980083318785, 777933049581465600, 777967525569044481, 777975075416993793, 777977505345105920, 778020429281853440, 778023156598579200, 778024922891378692, 778037318653358080, 778043820428656640, 778046383437807616, 778050369029074944, 778321045061246976, 778336805036888065, 778340941082062848, 778347259960360961, 778381890784944128, 778384182049402880, 778389536418197504, 778393273023000577, 778393875870195712, 778396576267972608, 778405586992033794, 778406548305547264, 778407851974799360, 778410988970188800, 778411528089284608, 778412098502156288, 778412557090496512, 778417693842083840, 778425916645109760, 778428503687659520, 778435835473465344, 778463319715778560, 778533015429353472, 778610879856345088, 778653286459203593, 778675149428101120, 778678264684433411, 778685649465384961, 778697710396289029, 778757477592473601, 778758133183373312, 778758529440157696, 778758727369457668, 778761760324988928, 778763922094432256, 778780040419012608, 779064504940388353, 779065042276941824, 779067842897518592, 779072908484194305, 779079229124161536, 779098356169572352, 779106958741803008, 779111438505967617]]",topic 81
wch2016_7,"[[777380303207817216, 777546907954491392, 777551522779566081, 777567662297743361, 777580286729150464, 777585821666930688, 777589429707874304, 777660818146091008, 777663347714060288, 777724385490632704, 777807980083318785, 777933049581465600, 777967525569044481, 777975075416993793, 777977505345105920, 778020429281853440, 778023156598579200, 778024922891378692, 778037318653358080, 778043820428656640, 778046383437807616, 778050369029074944, 778321045061246976, 778336805036888065, 778340941082062848, 778347259960360961, 778381890784944128, 778384182049402880, 778389536418197504, 778393273023000577, 778393875870195712, 778396576267972608, 778405586992033794, 778406548305547264, 778407851974799360, 778410988970188800, 778411528089284608, 778412098502156288, 778412557090496512, 778417693842083840, 778425916645109760, 778428503687659520, 778435835473465344, 778463319715778560, 778533015429353472, 778610879856345088, 778653286459203593, 778675149428101120, 778678264684433411, 778685649465384961, 778697710396289029, 778757477592473601, 778758133183373312, 778758529440157696, 778758727369457668, 778761760324988928, 778763922094432256, 778780040419012608, 779064504940388353, 779065042276941824, 779067842897518592, 779072908484194305, 779079229124161536, 779098356169572352, 779106958741803008, 779111438505967617]]",topic 83
wch2016_8,"[[777537965245378560, 777582986099322880, 777923992955084801, 777979774484348929, 778005442530152449, 778567491282927616, 778593206015447040]]",topic 58
wch2016_8,"[[777537965245378560, 777582986099322880, 777923992955084801, 777979774484348929, 778005442530152449, 778567491282927616, 778593206015447040]]",topic 63
wdw_1,"[[777520839113580544, 777551661699072000, 777569033201725440, 777578644059385856, 777584751393640448, 777586548510433285, 777589490936262656, 777628047453351936, 777656000971169793, 777672547244572673, 777675506451746816, 777679332156342277, 777687300050264064, 777709326299430912, 777916400048435200, 777945032619913216, 777973376568680448, 777982676330569728, 778026965232214016, 778031456853585920, 778059789574209536, 778061574963601413, 778181258052591616, 778233916570361856, 778242566575624192, 778251401415778304, 778391325527969792, 778459680095862784, 778614041354743808, 778616460130316288, 778617066802642944, 778618178125623296, 778634654521909253, 778639644372140033, 778650086570070016, 778662299267727360, 778664236776099840, 778667546702667777, 778689787079168008, 779021148000518145, 779071479405223936, 779089813786034176, 779092530503778304, 779098147914149889, 779111302014853120]]",topic 57
wearetexan_0,"[[777530290956886017, 777538252869730305, 777550606558978048, 777568519873523712, 777596696083566592, 777608527598743552, 777958096689782786]]",topic 37
wearetexan_0,"[[777530290956886017, 777538252869730305, 777550606558978048, 777568519873523712, 777596696083566592, 777608527598743552, 777958096689782786]]",topic 36
webbersfall_0,"[[777631771076628480, 778252219648835585, 778407601847488512]]",topic 28
webster hall_0,"[[777377379148857344, 777403513731035136, 777594112988024832, 777628384692211713, 777643105310896128, 777655693113294848, 777926489119551488, 777960554308644864, 778232093268701191, 778386383283036160, 778403885551587328, 778430645366353920, 778437859015467008, 778475828879486976, 778476894018736128, 778722057651564546, 778741445469450244, 778760358710415360, 778778923312308224, 778445063856664577, 778445925555380225, 778447994177728512, 779033055180627968, 779108855884214272, 779115973102174208, 779143364864307200, 779155217833156608]]",topic 77
webster hall_0,"[[777377379148857344, 777403513731035136, 777594112988024832, 777628384692211713, 777643105310896128, 777655693113294848, 777926489119551488, 777960554308644864, 778232093268701191, 778386383283036160, 778403885551587328, 778430645366353920, 778437859015467008, 778475828879486976, 778476894018736128, 778722057651564546, 778741445469450244, 778760358710415360, 778778923312308224, 778445063856664577, 778445925555380225, 778447994177728512, 779033055180627968, 779108855884214272, 779115973102174208, 779143364864307200, 779155217833156608]]",topic 75
wec_0,"[[777405377956622336, 777679088341450752, 777357144077266944, 777359536613101572, 777370075301048321, 777746983071080448]]",topic 12
wec_0,"[[777405377956622336, 777679088341450752, 777357144077266944, 777359536613101572, 777370075301048321, 777746983071080448]]",topic 11
wegman_7,"[[777610942645411841, 777615868079378433]]",topic 34
wegman_7,"[[777610942645411841, 777615868079378433]]",topic 33
weho_2,"[[777383743162048512, 777397798106955776, 777440723020972032, 777678084229074944, 777701926108557312, 777375359931211776, 777749105460203520, 777948915639418880, 777950640060248069, 777986750958407680, 778014003838717952, 778015582318895104, 778048657912369152, 778048714644398080, 778053228135010304, 778110448981901312, 778334028118175744, 778342822009184257, 778386133138886656, 778401626834948096, 778402221046325248, 778408374266232832, 778410070304559104, 778431243587244032, 778496350656737280, 778713986120323077, 778714186687709188, 778877302910222336, 779014196033884160, 779077321554665472, 779119969325944833, 779158097482973185]]",topic 33
weho_2,"[[777383743162048512, 777397798106955776, 777440723020972032, 777678084229074944, 777701926108557312, 777375359931211776, 777749105460203520, 777948915639418880, 777950640060248069, 777986750958407680, 778014003838717952, 778015582318895104, 778048657912369152, 778048714644398080, 778053228135010304, 778110448981901312, 778334028118175744, 778342822009184257, 778386133138886656, 778401626834948096, 778402221046325248, 778408374266232832, 778410070304559104, 778431243587244032, 778496350656737280, 778713986120323077, 778714186687709188, 778877302910222336, 779014196033884160, 779077321554665472, 779119969325944833, 779158097482973185]]",topic 34
welovela_1,"[[777711597829652481, 778030497775620096, 778033901088321536, 778036841874350080, 778053104138715136, 778053146027233281, 778053935063969793, 778058077392236548, 778071450162954240, 778093776812306432, 778109662319247360, 778278005202313217, 778285322367107077, 778409238041399296]]",topic 36
welovela_1,"[[777711597829652481, 778030497775620096, 778033901088321536, 778036841874350080, 778053104138715136, 778053146027233281, 778053935063969793, 778058077392236548, 778071450162954240, 778093776812306432, 778109662319247360, 778278005202313217, 778285322367107077, 778409238041399296]]",topic 37
west georgia_1,"[[778351099656835072, 778787720827142144]]",topic 23
west georgia_1,"[[778351099656835072, 778787720827142144]]",topic 22
west village_1,"[[777591542391250944, 777591703540731904, 777975157000441856, 777988601472806912, 778035940279234560, 778405290840424448, 778580443088162816, 778599901169147905, 778699243234086912, 778968114247720960, 779041869263015936, 779085286605107200, 779107846889807873, 779118987443568640]]",topic 2
